rank	severity	rule_id	pdb	ligand	message	count	recency	file	sample	hint	step	paths
91	soft	render.enqueue_none	1T46	1T46_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:14	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:14,957 - INFO - [render-enqueue] 1T46 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/1T46/receptor/1T46_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/1T46.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/1T46/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
92	soft	render.enqueue_none	3OXZ	3OXZ_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:13	docked/3OXZ/protein.log	2025-10-14 18:19:13,640 - INFO - [render-enqueue] 3OXZ bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3OXZ/receptor/3OXZ_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3OXZ.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3OXZ/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/protein.log
93	soft	render.enqueue_none	3OXZ	3OXZ_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:13	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:13,640 - INFO - [render-enqueue] 3OXZ bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3OXZ/receptor/3OXZ_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3OXZ.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3OXZ/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/bench_pocket1_single/3OXZ_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3OXZ/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
94	soft	render.enqueue_none	3WZE	3WZE_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:12	docked/3WZE/protein.log	2025-10-14 18:19:12,343 - INFO - [render-enqueue] 3WZE bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3WZE/receptor/3WZE_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3WZE.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3WZE/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/protein.log
95	soft	render.enqueue_none	3WZE	3WZE_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:12	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:12,343 - INFO - [render-enqueue] 3WZE bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3WZE/receptor/3WZE_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3WZE.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3WZE/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/bench_pocket1_single/3WZE_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3WZE/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
96	soft	render.enqueue_none	4ASD	4ASD_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:10	docked/4ASD/protein.log	2025-10-14 18:19:10,036 - INFO - [render-enqueue] 4ASD bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4ASD/receptor/4ASD_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4ASD.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4ASD/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/protein.log
97	soft	render.enqueue_none	4ASD	4ASD_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:10	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:10,036 - INFO - [render-enqueue] 4ASD bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4ASD/receptor/4ASD_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4ASD.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4ASD/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/bench_pocket1_single/4ASD_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4ASD/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
98	soft	render.enqueue_none	6O0K	6O0K_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:18:57	docked/6O0K/protein.log	2025-10-14 18:18:57,982 - INFO - [render-enqueue] 6O0K bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0K/receptor/6O0K_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6O0K.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0K/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/bench_pocket1_single/6O0K_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/bench_pocket1_single/6O0K_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/bench_pocket1_single/6O0K_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/protein.log
99	soft	render.enqueue_none	6O0L	6O0L_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:18:57	docked/6O0L/protein.log	2025-10-14 18:18:57,123 - INFO - [render-enqueue] 6O0L bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/receptor/6O0L_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6O0L.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0L/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/bench_pocket1_single/6O0L_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/bench_pocket1_single/6O0L_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/bench_pocket1_single/6O0L_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/protein.log
100	soft	render.enqueue_none	6O0L	6O0L_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:18:57	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:18:57,123 - INFO - [render-enqueue] 6O0L bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/receptor/6O0L_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6O0L.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0L/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/bench_pocket1_single/6O0L_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/bench_pocket1_single/6O0L_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/bench_pocket1_single/6O0L_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
101	soft	render.enqueue_none	6O0K	6O0K_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:18:57	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:18:57,982 - INFO - [render-enqueue] 6O0K bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0K/receptor/6O0K_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6O0K.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0K/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/bench_pocket1_single/6O0K_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/bench_pocket1_single/6O0K_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/bench_pocket1_single/6O0K_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0K/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
