Ligand ID,Protein PDB ID,Best Score
fda_2739,10GS,-8.39
fda_2739,1M17,-7.31
fda_2740,10GS,-7.78
fda_2740,1M17,-7.28
fda_2741,10GS,-8.51
fda_2741,1M17,-7.4
fda_2742,10GS,-9.26
fda_2742,1M17,-9.0
fda_2743,1M17,-9.26
fda_2743,10GS,-8.63
fda_2744,10GS,-9.07
fda_2744,1M17,-8.78
fda_2745,10GS,-9.23
fda_2745,1M17,-9.05
fda_2746,10GS,-6.29
fda_2747,10GS,-8.12
fda_2748,10GS,-7.48
fda_2749,1M17,-8.54
fda_2749,10GS,-7.81
fda_2750,10GS,-7.76
fda_2751,10GS,-8.28
fda_2751,1M17,-7.55
fda_2753,10GS,-7.18
fda_2754,10GS,-6.19
fda_2755,10GS,-7.93
fda_2755,1M17,-7.92
fda_2756,10GS,-7.72
fda_2756,1M17,-7.52
fda_2757,10GS,-7.78
fda_2758,10GS,-8.68
fda_2758,1M17,-7.34
fda_2759,10GS,-8.53
fda_2759,1M17,-7.6
fda_2760,10GS,-7.71
fda_2761,1M17,-7.8
fda_2761,10GS,-7.76
fda_2762,1M17,-8.1
fda_2762,10GS,-7.15
fda_2763,10GS,-7.24
fda_2766,10GS,-6.34
fda_2766,1M17,-6.03
fda_2768,10GS,-5.54
fda_2770,10GS,-6.8
fda_2771,1M17,-6.84
fda_2771,10GS,-6.75
fda_2772,1M17,-6.83
fda_2772,10GS,-6.8
fda_2773,1M17,-6.31
fda_2774,10GS,-7.42
fda_2774,1M17,-7.37
fda_2776,10GS,-7.78
fda_2776,1M17,-7.57
fda_2777,10GS,-7.62
fda_2777,1M17,-7.1
fda_2778,1M17,-7.91
fda_2778,10GS,-7.64
fda_2779,10GS,-7.56
fda_2780,10GS,-7.34
fda_2781,10GS,-7.3
fda_2782,10GS,-7.05
fda_2783,1M17,-7.7
fda_2783,10GS,-7.38
fda_2784,10GS,-4.3
fda_2784,1M17,-4.06
fda_2785,10GS,-4.12
fda_2785,1M17,-3.97
fda_2786,1M17,-7.87
fda_2786,10GS,-7.78
fda_2789,10GS,-6.69
fda_2789,1M17,-6.31
fda_2790,10GS,-6.38
fda_2790,1M17,-5.19
fda_2791,10GS,-7.61
fda_2791,1M17,-7.38
fda_2792,10GS,-6.95
fda_2792,1M17,-6.66
fda_2793,10GS,-7.08
fda_2796,1M17,-6.74
fda_2796,10GS,-6.33
fda_2797,1M17,-7.4
fda_2797,10GS,-7.13
fda_2799,10GS,-8.07
fda_2800,1M17,-8.23
fda_2800,10GS,-8.19
fda_2806,1M17,-6.33
fda_2806,10GS,-5.9
fda_2808,10GS,-7.95
fda_2810,10GS,-5.36
fda_2816,10GS,-8.42
fda_2816,1M17,-8.4
fda_2817,10GS,-7.78
fda_2817,1M17,-7.42
fda_2818,1M17,-5.53
fda_2818,10GS,-5.2
fda_2819,10GS,-5.38
fda_2820,1M17,-5.46
fda_2820,10GS,-5.22
fda_2821,10GS,-5.38
fda_2822,1M17,-7.39
fda_2822,10GS,-6.81
fda_2824,10GS,-7.32
fda_2825,10GS,-7.86
fda_2825,1M17,-7.63
fda_2826,1M17,-5.88
fda_2826,10GS,-5.82
fda_2827,1M17,-7.68
fda_2827,10GS,-7.42
fda_2828,1M17,-7.35
fda_2828,10GS,-7.15
fda_2832,10GS,-6.55
fda_2832,1M17,-5.67
fda_2835,10GS,-5.64
fda_2836,10GS,-5.17
fda_2838,10GS,-6.02
fda_2842,10GS,-5.28
fda_2844,10GS,-7.24
fda_2846,10GS,-7.72
fda_2847,10GS,-7.84
fda_2852,1M17,-6.47
fda_2852,10GS,-6.03
fda_2854,1M17,-7.16
fda_2854,10GS,-7.04
fda_2855,10GS,-7.09
fda_2856,10GS,-7.63
fda_2856,1M17,-7.39
fda_2857,10GS,-7.76
fda_2858,10GS,-5.76
fda_2859,10GS,-6.2
fda_2867,10GS,-8.32
fda_2868,10GS,-7.62
fda_2869,10GS,-8.05
fda_2870,10GS,-8.02
fda_2871,10GS,-5.68
fda_2873,10GS,-5.71
fda_2876,10GS,-7.14
fda_2877,10GS,-7.86
fda_2878,10GS,-6.66
fda_2880,10GS,-8.11
fda_2881,10GS,-7.95
fda_2882,10GS,-8.15
fda_2883,10GS,-8.12
fda_2884,10GS,-7.52
fda_2885,10GS,-7.32
fda_2886,10GS,-8.21
fda_2887,10GS,-6.85
fda_2888,10GS,-7.42
fda_2889,10GS,-7.69
fda_2890,10GS,-7.49
fda_2891,10GS,-7.48
fda_2899,10GS,-6.04
fda_2900,10GS,-7.68
fda_2901,1M17,-5.15
fda_2901,10GS,-5.0
fda_2905,1M17,-4.2
fda_2905,10GS,-3.86
fda_2906,10GS,-5.71
fda_2907,10GS,-5.72
fda_2907,1M17,-5.33
fda_2908,1M17,-5.09
fda_2908,10GS,-4.77
fda_2909,10GS,-5.27
fda_2910,1M17,-6.52
fda_2910,10GS,-5.77
fda_2911,1M17,-6.94
fda_2911,10GS,-6.47
fda_2912,10GS,-5.99
fda_2913,1M17,-5.15
fda_2913,10GS,-5.02
fda_2915,1M17,-4.92
fda_2915,10GS,-4.88
fda_2918,10GS,-6.06
fda_2920,1M17,-5.09
fda_2920,10GS,-4.53
fda_2922,1M17,-4.47
fda_2922,10GS,-4.25
fda_2923,1M17,-5.36
fda_2923,10GS,-5.35
fda_2926,1M17,-6.35
fda_2926,10GS,-6.02
fda_2927,1M17,-4.61
fda_2928,10GS,-6.19
fda_2929,10GS,-4.94
fda_2930,10GS,-6.09
fda_2930,1M17,-5.38
fda_2931,10GS,-7.45
fda_2932,1M17,-6.18
fda_2932,10GS,-6.07
fda_2933,10GS,-4.99
fda_2934,10GS,-4.27
fda_2934,1M17,-4.0
fda_2935,10GS,-4.45
fda_2937,1M17,-6.5
fda_2937,10GS,-6.06
fda_2939,1M17,-5.37
fda_2939,10GS,-4.82
fda_2942,10GS,-7.24
fda_2943,10GS,-6.28
fda_2944,10GS,-5.96
fda_2945,10GS,-4.54
fda_2946,10GS,-5.41
fda_2947,10GS,-5.29
fda_2947,1M17,-5.25
fda_2948,1M17,-5.09
fda_2948,10GS,-4.65
fda_2949,1M17,-5.97
fda_2949,10GS,-5.9
fda_2950,10GS,-5.08
fda_2950,1M17,-5.05
fda_2951,1M17,-7.25
fda_2951,10GS,-6.79
fda_2952,10GS,-5.17
fda_2953,10GS,-5.12
fda_2953,1M17,-5.03
fda_2954,10GS,-5.51
fda_2957,10GS,-4.69
fda_2958,1M17,-6.61
fda_2958,10GS,-6.05
fda_2959,10GS,-5.89
fda_2962,10GS,-5.94
fda_2967,1M17,-5.24
fda_2967,10GS,-5.03
fda_2970,10GS,-5.42
fda_2974,1M17,-5.79
fda_2974,10GS,-5.6
fda_2975,10GS,-5.49
fda_2975,1M17,-5.42
fda_2976,10GS,-5.48
fda_2977,10GS,-5.35
fda_2978,1M17,-6.17
fda_2978,10GS,-5.94
fda_2982,10GS,-6.04
fda_2983,10GS,-6.04
fda_2984,10GS,-5.3
fda_2986,10GS,-5.11
fda_2987,10GS,-5.3
fda_2988,10GS,-5.34
fda_2990,1M17,-5.95
fda_2990,10GS,-5.47
fda_2991,10GS,-5.86
fda_2992,1M17,-5.5
fda_2992,10GS,-4.83
fda_2993,1M17,-4.86
fda_2993,10GS,-4.39
fda_2996,10GS,-5.57
fda_2996,1M17,-5.23
fda_3001,10GS,-6.83
fda_3001,1M17,-6.27
fda_3002,10GS,-5.15
fda_3003,10GS,-5.21
fda_3004,1M17,-4.81
fda_3004,10GS,-4.61
fda_3005,10GS,-5.49
fda_3005,1M17,-5.34
fda_3006,1M17,-4.95
fda_3006,10GS,-4.75
fda_3007,10GS,-4.3
fda_3008,10GS,-5.12
fda_3009,10GS,-5.6
fda_3009,1M17,-4.74
fda_3010,10GS,-6.45
fda_3011,10GS,-6.64
fda_3012,10GS,-7.13
fda_3013,10GS,-7.41
fda_3014,1M17,-7.33
fda_3014,10GS,-7.24
fda_3016,1M17,-7.54
fda_3016,10GS,-7.44
fda_3017,1M17,-8.17
fda_3017,10GS,-7.9
fda_3018,1M17,-7.46
fda_3018,10GS,-7.33
fda_3019,10GS,-7.09
fda_3020,10GS,-6.66
fda_3031,10GS,-5.4
fda_3032,1M17,-8.32
fda_3032,10GS,-7.29
fda_3033,1M17,-7.79
fda_3033,10GS,-7.54
fda_3034,1M17,-8.2
fda_3034,10GS,-7.29
fda_3035,10GS,-7.8
fda_3035,1M17,-7.76
fda_3037,10GS,-6.05
fda_3038,10GS,-6.17
fda_3039,1M17,-8.23
fda_3039,10GS,-8.12
fda_3040,10GS,-8.32
fda_3040,1M17,-8.18
fda_3041,1M17,-8.4
fda_3041,10GS,-7.89
fda_3042,10GS,-8.53
fda_3042,1M17,-8.46
fda_3043,10GS,-8.41
fda_3043,1M17,-7.86
fda_3044,10GS,-8.09
fda_3045,10GS,-8.17
fda_3046,10GS,-7.91
fda_3047,10GS,-4.96
fda_3048,1M17,-5.85
fda_3048,10GS,-5.58
fda_3049,1M17,-5.67
fda_3049,10GS,-5.04
fda_3050,1M17,-5.95
fda_3050,10GS,-5.43
fda_3054,1M17,-8.33
fda_3054,10GS,-7.6
fda_3055,10GS,-7.46
fda_3055,1M17,-7.39
fda_3056,1M17,-7.77
fda_3056,10GS,-7.17
fda_3057,10GS,-7.26
fda_3058,10GS,-4.81
fda_3059,1M17,-4.79
fda_3059,10GS,-4.32
fda_3060,10GS,-4.11
fda_3061,10GS,-4.43
fda_3062,10GS,-7.7
fda_3063,10GS,-7.67
fda_3064,1M17,-7.96
fda_3064,10GS,-7.73
fda_3065,1M17,-8.24
fda_3065,10GS,-7.46
fda_3066,10GS,-7.25
fda_3067,10GS,-7.33
fda_3067,1M17,-6.96
fda_3068,10GS,-7.85
fda_3068,1M17,-7.52
fda_3069,10GS,-6.87
fda_3071,10GS,-6.01
fda_3072,1M17,-7.52
fda_3072,10GS,-7.3
fda_3073,1M17,-7.3
fda_3073,10GS,-7.0
fda_3074,1M17,-8.87
fda_3074,10GS,-7.89
fda_3075,10GS,-7.94
fda_3075,1M17,-7.6
fda_3076,10GS,-7.86
fda_3077,10GS,-7.88
fda_3077,1M17,-7.87
fda_3078,1M17,-8.31
fda_3078,10GS,-7.42
fda_3080,10GS,-7.8
fda_3080,1M17,-6.98
fda_3081,10GS,-5.72
fda_3082,10GS,-6.28
fda_3085,10GS,-6.33
fda_3086,10GS,-3.52
fda_3086,1M17,-3.36
fda_3088,10GS,-5.1
fda_3089,10GS,-5.91
fda_3091,10GS,-5.28
fda_3092,10GS,-3.4
fda_3092,1M17,-3.19
fda_3094,1M17,-5.85
fda_3094,10GS,-5.27
fda_3095,10GS,-5.16
fda_3096,10GS,-5.22
fda_3097,10GS,-5.16
fda_3098,10GS,-3.85
fda_3099,10GS,-3.92
fda_3100,10GS,-3.44
fda_3101,1M17,-3.78
fda_3102,1M17,-7.13
fda_3103,1M17,-7.29
fda_3103,10GS,-6.23
fda_3104,1M17,-4.91
fda_3104,10GS,-4.73
fda_3105,1M17,-4.95
fda_3105,10GS,-4.64
fda_3106,10GS,-6.04
fda_3107,10GS,-5.89
fda_3108,10GS,-5.8
fda_3109,1M17,-4.84
fda_3109,10GS,-4.35
fda_3110,10GS,-5.78
fda_3113,10GS,-4.66
fda_3114,1M17,-4.89
fda_3114,10GS,-4.69
fda_3117,10GS,-4.95
fda_3119,10GS,-6.69
fda_3120,10GS,-4.67
fda_3122,1M17,-4.66
fda_3122,10GS,-4.55
fda_3123,10GS,-5.57
fda_3124,10GS,-5.55
fda_3125,10GS,-5.53
fda_3125,1M17,-5.32
fda_3126,10GS,-5.79
fda_3127,10GS,-3.33
fda_3129,1M17,-3.15
fda_3129,10GS,-3.11
fda_3130,10GS,-4.75
fda_3130,1M17,-4.32
fda_3132,10GS,-5.24
fda_3133,10GS,-5.03
fda_3134,10GS,-5.38
fda_3135,1M17,-3.48
fda_3135,10GS,-3.39
fda_3139,10GS,-3.31
fda_3140,1M17,-7.57
fda_3140,10GS,-6.62
fda_3141,1M17,-6.66
fda_3141,10GS,-6.13
fda_3142,1M17,-5.47
fda_3142,10GS,-4.89
fda_3143,10GS,-5.01
fda_3144,1M17,-2.97
fda_3144,10GS,-2.96
fda_3145,10GS,-6.27
fda_3145,1M17,-6.13
fda_3146,10GS,-5.76
fda_3149,1M17,-5.65
fda_3149,10GS,-5.08
fda_3150,10GS,-5.92
fda_3151,1M17,-5.08
fda_3151,10GS,-4.79
fda_3152,1M17,-5.07
fda_3152,10GS,-4.41
fda_3153,1M17,-5.05
fda_3153,10GS,-4.66
fda_3154,10GS,-5.02
fda_3160,10GS,-5.21
fda_3161,1M17,-5.87
fda_3161,10GS,-5.13
fda_3166,10GS,-4.22
fda_3167,1M17,-4.5
fda_3169,10GS,-3.9
fda_3169,1M17,-3.65
fda_3172,10GS,-5.71
fda_3173,10GS,-4.63
fda_3174,10GS,-4.83
fda_3174,1M17,-4.62
fda_3175,10GS,-4.78
fda_3175,1M17,-4.7
fda_3176,10GS,-2.59
fda_3179,1M17,-5.42
fda_3179,10GS,-4.97
